code,description,last_updated
G57.6,Lesion of plantar nerve,2024-10-01
G57.8,Other mononeuropathies of lower limb,2024-10-01
G57.9,"Mononeuropathy of lower limb, unspecified",2024-10-01
G58.-,,2024-10-01
G58.0,Intercostal neuropathy,2024-10-01
G58.7,Mononeuritis multiplex,2024-10-01
G58.8,Other specified mononeuropathies,2024-10-01
G58.9,"Mononeuropathy, unspecified",2024-10-01
G59.-*,,2024-10-01
G59.0*,Diabetic mononeuropathy,2024-10-01
G59.8*,Other mononeuropathies in diseases classified elsewhere,2024-10-01
G60.-,,2024-10-01
G60.0,Hereditary motor and sensory neuropathy,2024-10-01
G60.1,Refsum disease,2024-10-01
G60.2,Neuropathy in association with hereditary ataxia,2024-10-01
G60.3,Idiopathic progressive neuropathy,2024-10-01
G60.8,Other hereditary and idiopathic neuropathies,2024-10-01
G60.9,"Hereditary and idiopathic neuropathy, unspecified",2024-10-01
G61.-,,2024-10-01
G61.0,Guillain-Barré syndrome,2024-10-01
G61.1,Serum neuropathy,2024-10-01
G61.8,Other inflammatory polyneuropathies,2024-10-01
G61.9,"Inflammatory polyneuropathy, unspecified",2024-10-01
G62.-,,2024-10-01
G62.0,Drug-induced polyneuropathy,2024-10-01
G62.1,Alcoholic polyneuropathy,2024-10-01
G62.2,Polyneuropathy due to other toxic agents,2024-10-01
G62.8,Other specified polyneuropathies,2024-10-01
G62.9,"Polyneuropathy, unspecified",2024-10-01
G63.-*,,2024-10-01
G63.0*,Polyneuropathy in infectious and parasitic diseases classified elsewhere,2024-10-01
G63.1*,Polyneuropathy in neoplastic disease,2024-10-01
G63.2*,Diabetic polyneuropathy,2024-10-01
G63.3*,Polyneuropathy in other endocrine and metabolic diseases,2024-10-01
G63.4*,Polyneuropathy in nutritional deficiency,2024-10-01
G63.5*,Polyneuropathy in systemic connective tissue disorders,2024-10-01
G63.6*,Polyneuropathy in other musculoskeletal disorders,2024-10-01
G63.8*,Polyneuropathy in other diseases classified elsewhere,2024-10-01
G64,,2024-10-01
G70.-,,2024-10-01
G70.0,Myasthenia gravis,2024-10-01
G70.1,Toxic myoneural disorders,2024-10-01
G70.2,Congenital and developmental myasthenia,2024-10-01
G70.8,Other specified myoneural disorders,2024-10-01
G70.9,"Myoneural disorder, unspecified",2024-10-01
G71.-,,2024-10-01
G71.0,Muscular dystrophy,2024-10-01
G71.1,Myotonic disorders,2024-10-01
G71.2,Congenital myopathies,2024-10-01
G71.3,"Mitochondrial myopathy, not elsewhere classified",2024-10-01
G71.8,Other primary disorders of muscles,2024-10-01
G71.9,"Primary disorder of muscle, unspecified",2024-10-01
G72.-,,2024-10-01
G72.0,Drug-induced myopathy,2024-10-01
G72.1,Alcoholic myopathy,2024-10-01
G72.2,Myopathy due to other toxic agents,2024-10-01
G72.3,Periodic paralysis,2024-10-01
G72.4,"Inflammatory myopathy, not elsewhere classified",2024-10-01
G72.8,Other specified myopathies,2024-10-01
G72.9,"Myopathy, unspecified",2024-10-01
G73.-*,,2024-10-01
G73.0*,Myasthenic syndromes in endocrine diseases,2024-10-01
G73.1*,Lambert-Eaton syndrome,2024-10-01
G73.2*,Other myasthenic syndromes in neoplastic disease,2024-10-01
G73.3*,Myasthenic syndromes in other diseases classified elsewhere,2024-10-01
G73.4*,Myopathy in infectious and parasitic diseases classified elsewhere,2024-10-01
G73.5*,Myopathy in endocrine diseases,2024-10-01
G73.6*,Myopathy in metabolic diseases,2024-10-01
G73.7*,Myopathy in other diseases classified elsewhere,2024-10-01
G80.-,,2024-10-01
G80.0,Spastic quadriplegic cerebral palsy,2024-10-01
G80.1,Spastic diplegic cerebral palsy,2024-10-01
G80.2,Spastic hemiplegic cerebral palsy,2024-10-01
G80.3,Dyskinetic cerebral palsy,2024-10-01
G80.4,Ataxic cerebral palsy,2024-10-01
G80.8,Other cerebral palsy,2024-10-01
G80.9,"Cerebral palsy, unspecified",2024-10-01
G81.-,,2024-10-01
G81.0,Flaccid hemiplegia,2024-10-01
G81.1,Spastic hemiplegia,2024-10-01
G81.9,"Hemiplegia, unspecified",2024-10-01
G82.-,,2024-10-01
G82.0,Flaccid paraplegia,2024-10-01
G82.1,Spastic paraplegia,2024-10-01
G82.2,"Paraplegia, unspecified",2024-10-01
G82.3,Flaccid tetraplegia,2024-10-01
G82.4,Spastic tetraplegia,2024-10-01
G82.5,"Tetraplegia, unspecified",2024-10-01
G83.-,,2024-10-01
G83.0,Diplegia of upper limbs,2024-10-01
G83.1,Monoplegia of lower limb,2024-10-01
G83.2,Monoplegia of upper limb,2024-10-01
G83.3,"Monoplegia, unspecified",2024-10-01
G83.4,Cauda equina syndrome,2024-10-01
G83.5,Locked-in syndrome,2024-10-01
G83.6,Upper motor neuron facial paralysis,2024-10-01
G83.8,Other specified paralytic syndromes,2024-10-01
G83.9,"Paralytic syndrome, unspecified",2024-10-01
G90.-,,2024-10-01
G90.0,Idiopathic peripheral autonomic neuropathy,2024-10-01
G90.1,Familial dysautonomia [Riley-Day],2024-10-01
G90.2,Horner syndrome,2024-10-01
G90.4,Autonomic dysreflexia,2024-10-01
G90.5,Complex regional pain syndrome type I,2024-10-01
G90.6,Complex regional pain syndrome type II,2024-10-01
G90.7,"Complex regional pain syndrome, other and unspecified type",2024-10-01
G90.8,Other disorders of autonomic nervous system,2024-10-01
G90.9,"Disorder of autonomic nervous system, unspecified",2024-10-01
G91.-,,2024-10-01
G91.0,Communicating hydrocephalus,2024-10-01
G91.1,Obstructive hydrocephalus,2024-10-01
G91.2,Normal-pressure hydrocephalus,2024-10-01
G91.3,"Post-traumatic hydrocephalus, unspecified",2024-10-01
G91.8,Other hydrocephalus,2024-10-01
G91.9,"Hydrocephalus, unspecified",2024-10-01
G92,,2024-10-01
G93.-,,2024-10-01
G93.0,Cerebral cysts,2024-10-01
G93.1,"Anoxic brain damage, not elsewhere classified",2024-10-01
G93.2,Benign intracranial hypertension,2024-10-01
G93.3,Postviral fatigue syndrome,2024-10-01
G93.4,"Encephalopathy, unspecified",2024-10-01
G93.5,Compression of brain,2024-10-01
G93.6,Cerebral oedema,2024-10-01
G93.7,Reye syndrome,2024-10-01
G93.8,Other specified disorders of brain,2024-10-01
G93.9,"Disorder of brain, unspecified",2024-10-01
G94.-*,,2024-10-01
G94.0*,Hydrocephalus in infectious and parasitic diseases classified elsewhere,2024-10-01
G94.1*,Hydrocephalus in neoplastic disease,2024-10-01
G94.2*,Hydrocephalus in other diseases classified elsewhere,2024-10-01
G94.3*,Encephalopathy in diseases classified elsewhere,2024-10-01
G94.8*,Other specified disorders of brain in diseases classified elsewhere,2024-10-01
G95.-,,2024-10-01
G95.0,Syringomyelia and syringobulbia,2024-10-01
G95.1,Vascular myelopathies,2024-10-01
G95.2,"Cord compression, unspecified",2024-10-01
G95.8,Other specified diseases of spinal cord,2024-10-01
G95.9,"Disease of spinal cord, unspecified",2024-10-01
G96.-,,2024-10-01
G96.0,Cerebrospinal fluid leak,2024-10-01
G96.1,"Disorders of meninges, not elsewhere classified",2024-10-01
G96.8,Other specified disorders of central nervous system,2024-10-01
G96.9,"Disorder of central nervous system, unspecified",2024-10-01
G97.-,,2024-10-01
G97.0,Cerebrospinal fluid leak from spinal puncture,2024-10-01
G97.1,Other reaction to spinal and lumbar puncture,2024-10-01
G97.2,Intracranial hypotension following ventricular shunting,2024-10-01
G97.8,Other postprocedural disorders of nervous system,2024-10-01
G97.9,"Postprocedural disorder of nervous system, unspecified",2024-10-01
G98,,2024-10-01
G99.-*,,2024-10-01
G99.0*,Autonomic neuropathy in endocrine and metabolic diseases,2024-10-01
G99.1*,Other disorders of autonomic nervous system in other diseases classified elsewhere,2024-10-01
G99.2*,Myelopathy in diseases classified elsewhere,2024-10-01
G99.8*,Other specified disorders of nervous system in diseases classified elsewhere,2024-10-01
H00.-,,2024-10-01
H00.0,Hordeolum and other deep inflammation of eyelid,2024-10-01
H00.1,Chalazion,2024-10-01
H01.-,,2024-10-01
H01.0,Blepharitis,2024-10-01
H01.1,Noninfectious dermatoses of eyelid,2024-10-01
H01.8,Other specified inflammation of eyelid,2024-10-01
H01.9,"Inflammation of eyelid, unspecified",2024-10-01
H02.-,,2024-10-01
H02.0,Entropion and trichiasis of eyelid,2024-10-01
H02.1,Ectropion of eyelid,2024-10-01
H02.2,Lagophthalmos,2024-10-01
H02.3,Blepharochalasis,2024-10-01
H02.4,Ptosis of eyelid,2024-10-01
H02.5,Other disorders affecting eyelid function,2024-10-01
H02.6,Xanthelasma of eyelid,2024-10-01
H02.7,Other degenerative disorders of eyelid and periocular area,2024-10-01
H02.8,Other specified disorders of eyelid,2024-10-01
H02.9,"Disorder of eyelid, unspecified",2024-10-01
H03.-*,,2024-10-01
H03.0*,Parasitic infestation of eyelid in diseases classified elsewhere,2024-10-01
H03.1*,Involvement of eyelid in other infectious diseases classified elsewhere,2024-10-01
H03.8*,Involvement of eyelid in other diseases classified elsewhere,2024-10-01
H04.-,,2024-10-01
H04.0,Dacryoadenitis,2024-10-01
H04.1,Other disorders of lacrimal gland,2024-10-01
H04.2,Epiphora,2024-10-01
H04.3,Acute and unspecified inflammation of lacrimal passages,2024-10-01
H04.4,Chronic inflammation of lacrimal passages,2024-10-01
H04.5,Stenosis and insufficiency of lacrimal passages,2024-10-01
H04.6,Other changes in lacrimal passages,2024-10-01
H04.8,Other disorders of lacrimal system,2024-10-01
H04.9,"Disorder of lacrimal system, unspecified",2024-10-01
H05.-,,2024-10-01
H05.0,Acute inflammation of orbit,2024-10-01
H05.1,Chronic inflammatory disorders of orbit,2024-10-01
H05.2,Exophthalmic conditions,2024-10-01
H05.3,Deformity of orbit,2024-10-01
H05.4,Enophthalmos,2024-10-01
H05.5,Retained (old) foreign body following penetrating wound of orbit,2024-10-01
H05.8,Other disorders of orbit,2024-10-01
H05.9,"Disorder of orbit, unspecified",2024-10-01
H06.-*,,2024-10-01
H06.0*,Disorders of lacrimal system in diseases classified elsewhere,2024-10-01
H06.1*,Parasitic infestation of orbit in diseases classified elsewhere,2024-10-01
H06.2*,Dysthyroid exophthalmos,2024-10-01
H06.3*,Other disorders of orbit in diseases classified elsewhere,2024-10-01
H10.-,,2024-10-01
H10.0,Mucopurulent conjunctivitis,2024-10-01
H10.1,Acute atopic conjunctivitis,2024-10-01
H10.2,Other acute conjunctivitis,2024-10-01
H10.3,"Acute conjunctivitis, unspecified",2024-10-01
H10.4,Chronic conjunctivitis,2024-10-01
H10.5,Blepharoconjunctivitis,2024-10-01
H10.8,Other conjunctivitis,2024-10-01
H10.9,"Conjunctivitis, unspecified",2024-10-01
H11.-,,2024-10-01
H11.0,Pterygium,2024-10-01
H11.1,Conjunctival degenerations and deposits,2024-10-01
H11.2,Conjunctival scars,2024-10-01
H11.3,Conjunctival haemorrhage,2024-10-01
H11.4,Other conjunctival vascular disorders and cysts,2024-10-01
H11.8,Other specified disorders of conjunctiva,2024-10-01
H11.9,"Disorder of conjunctiva, unspecified",2024-10-01
H13.-*,,2024-10-01
H13.0*,Filarial infection of conjunctiva,2024-10-01
H13.1*,Conjunctivitis in infectious and parasitic diseases classified elsewhere,2024-10-01
H13.2*,Conjunctivitis in other diseases classified elsewhere,2024-10-01
H13.3*,Ocular pemphigoid,2024-10-01
H13.8*,Other disorders of conjunctiva in diseases classified elsewhere,2024-10-01
H15.-,,2024-10-01
H15.0,Scleritis,2024-10-01
H15.1,Episcleritis,2024-10-01
H15.8,Other disorders of sclera,2024-10-01
H15.9,"Disorder of sclera, unspecified",2024-10-01
H16.-,,2024-10-01
H16.0,Corneal ulcer,2024-10-01
H16.1,Other superficial keratitis without conjunctivitis,2024-10-01
H16.2,Keratoconjunctivitis,2024-10-01
H16.3,Interstitial and deep keratitis,2024-10-01
H16.4,Corneal neovascularization,2024-10-01
H16.8,Other keratitis,2024-10-01
H16.9,"Keratitis, unspecified",2024-10-01
H17.-,,2024-10-01
H17.0,Adherent leukoma,2024-10-01
H17.1,Other central corneal opacity,2024-10-01
H17.8,Other corneal scars and opacities,2024-10-01
H17.9,"Corneal scar and opacity, unspecified",2024-10-01
H18.-,,2024-10-01
H18.0,Corneal pigmentations and deposits,2024-10-01
H18.1,Bullous keratopathy,2024-10-01
H18.2,Other corneal oedema,2024-10-01
H18.3,Changes in corneal membranes,2024-10-01
H18.4,Corneal degeneration,2024-10-01
H18.5,Hereditary corneal dystrophies,2024-10-01
H18.6,Keratoconus,2024-10-01
H18.7,Other corneal deformities,2024-10-01
H18.8,Other specified disorders of cornea,2024-10-01
H18.9,"Disorder of cornea, unspecified",2024-10-01
H19.-*,,2024-10-01
H19.0*,Scleritis and episcleritis in diseases classified elsewhere,2024-10-01
H19.1*,Herpesviral keratitis and keratoconjunctivitis,2024-10-01
H19.2*,Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere,2024-10-01
H19.3*,Keratitis and keratoconjunctivitis in other diseases classified elsewhere,2024-10-01
H19.8*,Other disorders of sclera and cornea in diseases classified elsewhere,2024-10-01
H20.-,,2024-10-01
H20.0,Acute and subacute iridocyclitis,2024-10-01
H20.1,Chronic iridocyclitis,2024-10-01
H20.2,Lens-induced iridocyclitis,2024-10-01
H20.8,Other iridocyclitis,2024-10-01
H20.9,"Iridocyclitis, unspecified",2024-10-01
H21.-,,2024-10-01
H21.0,Hyphaema,2024-10-01
H21.1,Other vascular disorders of iris and ciliary body,2024-10-01
H21.2,Degeneration of iris and ciliary body,2024-10-01
H21.3,"Cyst of iris, ciliary body and anterior chamber",2024-10-01
H21.4,Pupillary membranes,2024-10-01
H21.5,Other adhesions and disruptions of iris and ciliary body,2024-10-01
H21.8,Other specified disorders of iris and ciliary body,2024-10-01
H21.9,"Disorder of iris and ciliary body, unspecified",2024-10-01
H22.-*,,2024-10-01
H22.0*,Iridocyclitis in infectious and parasitic diseases classified elsewhere,2024-10-01
H22.1*,Iridocyclitis in other diseases classified elsewhere,2024-10-01
H22.8*,Other disorders of iris and ciliary body in diseases classified elsewhere,2024-10-01
H25.-,,2024-10-01
H25.0,Senile incipient cataract,2024-10-01
H25.1,Senile nuclear cataract,2024-10-01
H25.2,"Senile cataract, morgagnian type",2024-10-01
H25.8,Other senile cataract,2024-10-01
H25.9,"Senile cataract, unspecified",2024-10-01
H26.-,,2024-10-01
H26.0,"Infantile, juvenile and presenile cataract",2024-10-01
H26.1,Traumatic cataract,2024-10-01
H26.2,Complicated cataract,2024-10-01
H26.3,Drug-induced cataract,2024-10-01
H26.4,After-cataract,2024-10-01
H26.8,Other specified cataract,2024-10-01
H26.9,"Cataract, unspecified",2024-10-01
H27.-,,2024-10-01
H27.0,Aphakia,2024-10-01
H27.1,Dislocation of lens,2024-10-01
H27.8,Other specified disorders of lens,2024-10-01
H27.9,"Disorder of lens, unspecified",2024-10-01
H28.-*,,2024-10-01
H28.0*,Diabetic cataract,2024-10-01
H28.1*,"Cataract in other endocrine, nutritional and metabolic diseases",2024-10-01
H28.2*,Cataract in other diseases classified elsewhere,2024-10-01
H28.8*,Other disorders of lens in diseases classified elsewhere,2024-10-01
H30.-,,2024-10-01
H30.0,Focal chorioretinal inflammation,2024-10-01
H30.1,Disseminated chorioretinal inflammation,2024-10-01
H30.2,Posterior cyclitis,2024-10-01
H30.8,Other chorioretinal inflammations,2024-10-01
H30.9,"Chorioretinal inflammation, unspecified",2024-10-01
H31.-,,2024-10-01
H31.0,Chorioretinal scars,2024-10-01
H31.1,Choroidal degeneration,2024-10-01
H31.2,Hereditary choroidal dystrophy,2024-10-01
H31.3,Choroidal haemorrhage and rupture,2024-10-01
H31.4,Choroidal detachment,2024-10-01
H31.8,Other specified disorders of choroid,2024-10-01
H31.9,"Disorder of choroid, unspecified",2024-10-01
H32.-*,,2024-10-01
H32.0*,Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere,2024-10-01
H32.8*,Other chorioretinal disorders in diseases classified elsewhere,2024-10-01
H33.-,,2024-10-01
H33.0,Retinal detachment with retinal break,2024-10-01
H33.1,Retinoschisis and retinal cysts,2024-10-01
H33.2,Serous retinal detachment,2024-10-01
H33.3,Retinal breaks without detachment,2024-10-01
H33.4,Traction detachment of retina,2024-10-01
H33.5,Other retinal detachments,2024-10-01
H34.-,,2024-10-01
H34.0,Transient retinal artery occlusion,2024-10-01
H34.1,Central retinal artery occlusion,2024-10-01
H34.2,Other retinal artery occlusions,2024-10-01
H34.8,Other retinal vascular occlusions,2024-10-01
H34.9,"Retinal vascular occlusion, unspecified",2024-10-01
H35.-,,2024-10-01
H35.0,Background retinopathy and retinal vascular changes,2024-10-01
H35.1,Retinopathy of prematurity,2024-10-01
H35.2,Other proliferative retinopathy,2024-10-01
H35.3,Degeneration of macula and posterior pole,2024-10-01
H35.4,Peripheral retinal degeneration,2024-10-01
H35.5,Hereditary retinal dystrophy,2024-10-01
H35.6,Retinal haemorrhage,2024-10-01
H35.7,Separation of retinal layers,2024-10-01
H35.8,Other specified retinal disorders,2024-10-01
H35.9,"Retinal disorder, unspecified",2024-10-01
H36.-*,,2024-10-01
H36.0*,Diabetic retinopathy,2024-10-01
H36.8*,Other retinal disorders in diseases classified elsewhere,2024-10-01
H40.-,,2024-10-01
H40.0,Glaucoma suspect,2024-10-01
H40.1,Primary open-angle glaucoma,2024-10-01
H40.2,Primary angle-closure glaucoma,2024-10-01
H40.3,Glaucoma secondary to eye trauma,2024-10-01
H40.4,Glaucoma secondary to eye inflammation,2024-10-01
H40.5,Glaucoma secondary to other eye disorders,2024-10-01
H40.6,Glaucoma secondary to drugs,2024-10-01
H40.8,Other glaucoma,2024-10-01
H40.9,"Glaucoma, unspecified",2024-10-01
H42.-*,,2024-10-01
H42.0*,"Glaucoma in endocrine, nutritional and metabolic diseases",2024-10-01
H42.8*,Glaucoma in other diseases classified elsewhere,2024-10-01
H43.-,,2024-10-01
H43.0,Vitreous prolapse,2024-10-01
H43.1,Vitreous haemorrhage,2024-10-01
H43.2,Crystalline deposits in vitreous body,2024-10-01
H43.3,Other vitreous opacities,2024-10-01
H43.8,Other disorders of vitreous body,2024-10-01
H43.9,"Disorder of vitreous body, unspecified",2024-10-01
H44.-,,2024-10-01
H44.0,Purulent endophthalmitis,2024-10-01
H44.1,Other endophthalmitis,2024-10-01
H44.2,Degenerative myopia,2024-10-01
H44.3,Other degenerative disorders of globe,2024-10-01
H44.4,Hypotony of eye,2024-10-01
H44.5,Degenerated conditions of globe,2024-10-01
H44.6,"Retained (old) intraocular foreign body, magnetic",2024-10-01
H44.7,"Retained (old) intraocular foreign body, nonmagnetic",2024-10-01
H44.8,Other disorders of globe,2024-10-01
H44.9,"Disorder of globe, unspecified",2024-10-01
H45.-*,,2024-10-01
H45.0*,Vitreous haemorrhage in diseases classified elsewhere,2024-10-01
H45.1*,Endophthalmitis in diseases classified elsewhere,2024-10-01
H45.8*,Other disorders of vitreous body and globe in diseases classified elsewhere,2024-10-01
H46,,2024-10-01
H47.-,,2024-10-01
H47.0,"Disorders of optic nerve, not elsewhere classified",2024-10-01
H47.1,"Papilloedema, unspecified",2024-10-01
H47.2,Optic atrophy,2024-10-01
H47.3,Other disorders of optic disc,2024-10-01
H47.4,Disorders of optic chiasm,2024-10-01
H47.5,Disorders of other visual pathways,2024-10-01
H47.6,Disorders of visual cortex,2024-10-01
H47.7,"Disorder of visual pathways, unspecified",2024-10-01
H48.-*,,2024-10-01
H48.0*,Optic atrophy in diseases classified elsewhere,2024-10-01
H48.1*,Retrobulbar neuritis in diseases classified elsewhere,2024-10-01
H48.8*,Other disorders of optic nerve and visual pathways in diseases classified elsewhere,2024-10-01
H49.-,,2024-10-01
H49.0,Third [oculomotor] nerve palsy,2024-10-01
H49.1,Fourth [trochlear] nerve palsy,2024-10-01
H49.2,Sixth [abducent] nerve palsy,2024-10-01
H49.3,Total (external) ophthalmoplegia,2024-10-01
H49.4,Progressive external ophthalmoplegia,2024-10-01
H49.8,Other paralytic strabismus,2024-10-01
H49.9,"Paralytic strabismus, unspecified",2024-10-01
H50.-,,2024-10-01
H50.0,Convergent concomitant strabismus,2024-10-01
H50.1,Divergent concomitant strabismus,2024-10-01
H50.2,Vertical strabismus,2024-10-01
H50.3,Intermittent heterotropia,2024-10-01
H50.4,Other and unspecified heterotropia,2024-10-01
H50.5,Heterophoria,2024-10-01
H50.6,Mechanical strabismus,2024-10-01
H50.8,Other specified strabismus,2024-10-01
H50.9,"Strabismus, unspecified",2024-10-01
H51.-,,2024-10-01
H51.0,Palsy of conjugate gaze,2024-10-01
H51.1,Convergence insufficiency and excess,2024-10-01
H51.2,Internuclear ophthalmoplegia,2024-10-01
H51.8,Other specified disorders of binocular movement,2024-10-01
H51.9,"Disorder of binocular movement, unspecified",2024-10-01
H52.-,,2024-10-01
H52.0,Hypermetropia,2024-10-01
H52.1,Myopia,2024-10-01
H52.2,Astigmatism,2024-10-01
H52.3,Anisometropia and aniseikonia,2024-10-01
H52.4,Presbyopia,2024-10-01
H52.5,Disorders of accommodation,2024-10-01
H52.6,Other disorders of refraction,2024-10-01
H52.7,"Disorder of refraction, unspecified",2024-10-01
H53.-,,2024-10-01
H53.0,Amblyopia ex anopsia,2024-10-01
H53.1,Subjective visual disturbances,2024-10-01
H53.2,Diplopia,2024-10-01
H53.3,Other disorders of binocular vision,2024-10-01
H53.4,Visual field defects,2024-10-01
H53.5,Colour vision deficiencies,2024-10-01
H53.6,Night blindness,2024-10-01
H53.8,Other visual disturbances,2024-10-01
H53.9,"Visual disturbance, unspecified",2024-10-01
H54.-,,2024-10-01
H54.0,"Blindness, binocular",2024-10-01
H54.1,"Severe visual impairment, binocular",2024-10-01
H54.2,"Moderate visual impairment, binocular",2024-10-01
H54.3,"Mild or no visual impairment, binocular",2024-10-01
H54.4,"Blindness, monocular",2024-10-01
H54.5,"Severe visual impairment, monocular",2024-10-01
H54.6,"Moderate visual impairment, monocular",2024-10-01
H54.9,Unspecified visual impairment (binocular),2024-10-01
H55,,2024-10-01
H57.-,,2024-10-01
H57.0,Anomalies of pupillary function,2024-10-01
H57.1,Ocular pain,2024-10-01
H57.8,Other specified disorders of eye and adnexa,2024-10-01
H57.9,"Disorder of eye and adnexa, unspecified",2024-10-01
H58.-*,,2024-10-01
H58.0*,Anomalies of pupillary function in diseases classified elsewhere,2024-10-01
H58.1*,Visual disturbances in diseases classified elsewhere,2024-10-01
H58.8*,Other specified disorders of eye and adnexa in diseases classified elsewhere,2024-10-01
H59.-,,2024-10-01
H59.0,Keratopathy (bullous aphakic) following cataract surgery,2024-10-01
H59.8,Other postprocedural disorders of eye and adnexa,2024-10-01
H59.9,"Postprocedural disorder of eye and adnexa, unspecified",2024-10-01
H60.-,,2024-10-01
H60.0,Abscess of external ear,2024-10-01
H60.1,Cellulitis of external ear,2024-10-01
H60.2,Malignant otitis externa,2024-10-01
H60.3,Other infective otitis externa,2024-10-01
H60.4,Cholesteatoma of external ear,2024-10-01
H60.5,"Acute otitis externa, noninfective",2024-10-01
H60.8,Other otitis externa,2024-10-01
H60.9,"Otitis externa, unspecified",2024-10-01
H61.-,,2024-10-01
H61.0,Perichondritis of external ear,2024-10-01
H61.1,Noninfective disorders of pinna,2024-10-01
H61.2,Impacted cerumen,2024-10-01
H61.3,Acquired stenosis of external ear canal,2024-10-01
H61.8,Other specified disorders of external ear,2024-10-01
H61.9,"Disorder of external ear, unspecified",2024-10-01
H62.-*,,2024-10-01
H62.0*,Otitis externa in bacterial diseases classified elsewhere,2024-10-01
H62.1*,Otitis externa in viral diseases classified elsewhere,2024-10-01
H62.2*,Otitis externa in mycoses,2024-10-01
H62.3*,Otitis externa in other infectious and parasitic diseases classified elsewhere,2024-10-01
H62.4*,Otitis externa in other diseases classified elsewhere,2024-10-01
H62.8*,Other disorders of external ear in diseases classified elsewhere,2024-10-01
H65.-,,2024-10-01
H65.0,Acute serous otitis media,2024-10-01
H65.1,Other acute nonsuppurative otitis media,2024-10-01
H65.2,Chronic serous otitis media,2024-10-01
H65.3,Chronic mucoid otitis media,2024-10-01
H65.4,Other chronic nonsuppurative otitis media,2024-10-01
H65.9,"Nonsuppurative otitis media, unspecified",2024-10-01
H66.-,,2024-10-01
H66.0,Acute suppurative otitis media,2024-10-01
H66.1,Chronic tubotympanic suppurative otitis media,2024-10-01
H66.2,Chronic atticoantral suppurative otitis media,2024-10-01
H66.3,Other chronic suppurative otitis media,2024-10-01
H66.4,"Suppurative otitis media, unspecified",2024-10-01
H66.9,"Otitis media, unspecified",2024-10-01
H67.-*,,2024-10-01
H67.0*,Otitis media in bacterial diseases classified elsewhere,2024-10-01
H67.1*,Otitis media in viral diseases classified elsewhere,2024-10-01
H67.8*,Otitis media in other diseases classified elsewhere,2024-10-01
H68.-,,2024-10-01
H68.0,Eustachian salpingitis,2024-10-01
H68.1,Obstruction of Eustachian tube,2024-10-01
H69.-,,2024-10-01
H69.0,Patulous Eustachian tube,2024-10-01
H69.8,Other specified disorders of Eustachian tube,2024-10-01
H69.9,"Eustachian tube disorder, unspecified",2024-10-01
H70.-,,2024-10-01
H70.0,Acute mastoiditis,2024-10-01
H70.1,Chronic mastoiditis,2024-10-01
H70.2,Petrositis,2024-10-01
H70.8,Other mastoiditis and related conditions,2024-10-01
H70.9,"Mastoiditis, unspecified",2024-10-01
H71,,2024-10-01
H72.-,,2024-10-01
H72.0,Central perforation of tympanic membrane,2024-10-01
H72.1,Attic perforation of tympanic membrane,2024-10-01
H72.2,Other marginal perforations of tympanic membrane,2024-10-01
H72.8,Other perforations of tympanic membrane,2024-10-01
H72.9,"Perforation of tympanic membrane, unspecified",2024-10-01
H73.-,,2024-10-01
H73.0,Acute myringitis,2024-10-01
H73.1,Chronic myringitis,2024-10-01
H73.8,Other specified disorders of tympanic membrane,2024-10-01
H73.9,"Disorder of tympanic membrane, unspecified",2024-10-01
H74.-,,2024-10-01
H74.0,Tympanosclerosis,2024-10-01
H74.1,Adhesive middle ear disease,2024-10-01
H74.2,Discontinuity and dislocation of ear ossicles,2024-10-01
H74.3,Other acquired abnormalities of ear ossicles,2024-10-01
H74.4,Polyp of middle ear,2024-10-01
H74.8,Other specified disorders of middle ear and mastoid,2024-10-01
H74.9,"Disorder of middle ear and mastoid, unspecified",2024-10-01
H75.-*,,2024-10-01
H75.0*,Mastoiditis in infectious and parasitic diseases classified elsewhere,2024-10-01
H75.8*,Other specified disorders of middle ear and mastoid in diseases classified elsewhere,2024-10-01
H80.-,,2024-10-01
H80.0,"Otosclerosis involving oval window, nonobliterative",2024-10-01
H80.1,"Otosclerosis involving oval window, obliterative",2024-10-01
H80.2,Cochlear otosclerosis,2024-10-01
H80.8,Other otosclerosis,2024-10-01
H80.9,"Otosclerosis, unspecified",2024-10-01
H81.-,,2024-10-01
H81.0,Ménière disease,2024-10-01
H81.1,Benign paroxysmal vertigo,2024-10-01
H81.2,Vestibular neuronitis,2024-10-01
H81.3,Other peripheral vertigo,2024-10-01
H81.4,Vertigo of central origin,2024-10-01
H81.8,Other disorders of vestibular function,2024-10-01
H81.9,"Disorder of vestibular function, unspecified",2024-10-01
H82*,,2024-10-01
H83.-,,2024-10-01
H83.0,Labyrinthitis,2024-10-01
H83.1,Labyrinthine fistula,2024-10-01
H83.2,Labyrinthine dysfunction,2024-10-01
H83.3,Noise effects on inner ear,2024-10-01
H83.8,Other specified diseases of inner ear,2024-10-01
H83.9,"Disease of inner ear, unspecified",2024-10-01
H90.-,,2024-10-01
H90.0,"Conductive hearing loss, bilateral",2024-10-01
H90.1,"Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side",2024-10-01
H90.2,"Conductive hearing loss, unspecified",2024-10-01
H90.3,"Sensorineural hearing loss, bilateral",2024-10-01
H90.4,"Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",2024-10-01
H90.5,"Sensorineural hearing loss, unspecified",2024-10-01
