code,description,last_updated
A6224002,"04,""pad size more than 48 sq. in., without adhesive border, each dressing"",,,,,,",2024-10-01
A6228001,"03,""Gauze, impregnated, water or normal saline, sterile, pad size 16 sq. in. or"",",2024-10-01
A6228002,"04,""less, without adhesive border, each dressing"",,,,,,",2024-10-01
A6229001,"03,""Gauze, impregnated, water or normal saline, sterile, pad size more than 16 sq",2024-10-01
A6229002,"04,""in. but less than or equal to 48 sq. in., without adhesive border, each dress",2024-10-01
A6230001,"03,""Gauze, impregnated, water or normal saline, sterile, pad size more than 48 sq",2024-10-01
A6230002,"04,""in., without adhesive border, each dressing"",,,,,,",2024-10-01
A6231001,"03,""Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size 16""",2024-10-01
A6231002,"04,""sq. in. or less, each dressing"",,,,,,",2024-10-01
A6232001,"03,""Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size"",Hy",2024-10-01
A6232002,"04,""greater than 16 sq. in., but less than or equal to 48 sq. in., each dressing""",2024-10-01
A6233001,"03,""Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size mor",2024-10-01
A6233002,"04,""than 48 sq. in., each dressing"",,,,,,",2024-10-01
A6234001,"03,""Hydrocolloid dressing, wound cover, sterile, pad size 16 sq. in. or less,"",Hy",2024-10-01
A6234002,"04,""without adhesive border, each dressing"",,,,,,",2024-10-01
A6235001,"03,""Hydrocolloid dressing, wound cover, sterile, pad size more than 16 sq. in. bu",2024-10-01
A6235002,"04,""less than or equal to 48 sq. in., without adhesive border, each dressing"",,,,",2024-10-01
A6236001,"03,""Hydrocolloid dressing, wound cover, sterile, pad size more than 48 sq. in.,"",",2024-10-01
A6236002,"04,""without adhesive border, each dressing"",,,,,,",2024-10-01
A6237001,"03,""Hydrocolloid dressing, wound cover, sterile, pad size 16 sq. in. or less, wit",2024-10-01
A6237002,"04,""any size adhesive border, each dressing"",,,,,,",2024-10-01
A6238001,"03,""Hydrocolloid dressing, wound cover, sterile, pad size more than 16 sq. in. bu",2024-10-01
A6238002,"04,""less than or equal to 48 sq. in., with any size adhesive border, each dressin",2024-10-01
A6239001,"03,""Hydrocolloid dressing, wound cover, sterile, pad size more than 48 sq. in.,"",",2024-10-01
A6239002,"04,""with any size adhesive border, each dressing"",,,,,,",2024-10-01
A6240001,"03,""Hydrocolloid dressing, wound filler, paste, sterile, per ounce"",Hydrocolld dr",2024-10-01
A6241001,"03,""Hydrocolloid dressing, wound filler, dry form, sterile, per gram"",Hydrocolloi",2024-10-01
A6242001,"03,""Hydrogel dressing, wound cover, sterile, pad size 16 sq. in. or less, without",2024-10-01
A6242002,"04,""adhesive border, each dressing"",,,,,,",2024-10-01
A6243001,"03,""Hydrogel dressing, wound cover, sterile, pad size more than 16 sq. in. but le",2024-10-01
A6243002,"04,""than or equal to 48 sq. in., without adhesive border, each dressing"",,,,,,",2024-10-01
A6244001,"03,""Hydrogel dressing, wound cover, sterile, pad size more than 48 sq. in., witho",2024-10-01
A6244002,"04,""adhesive border, each dressing"",,,,,,",2024-10-01
A6245001,"03,""Hydrogel dressing, wound cover, sterile, pad size 16 sq. in. or less, with an",2024-10-01
A6245002,"04,""size adhesive border, each dressing"",,,,,,",2024-10-01
A6246001,"03,""Hydrogel dressing, wound cover, sterile, pad size more than 16 sq. in. but le",2024-10-01
A6246002,"04,""than or equal to 48 sq. in., with any size adhesive border, each dressing"",,,",2024-10-01
A6247001,"03,""Hydrogel dressing, wound cover, sterile, pad size more than 48 sq. in., with""",2024-10-01
A6247002,"04,""any size adhesive border, each dressing"",,,,,,",2024-10-01
A6248001,"03,""Hydrogel dressing, wound filler, gel, per fluid ounce"",Hydrogel drsg gel fill",2024-10-01
A6250001,"03,""Skin sealants, protectants, moisturizers, ointments, any type, any size"",Skin",2024-10-01
A6251001,"03,""Specialty absorptive dressing, wound cover, sterile, pad size 16 sq. in. or"",",2024-10-01
A6251002,"04,""less, without adhesive border, each dressing"",,,,,,",2024-10-01
A6252001,"03,""Specialty absorptive dressing, wound cover, sterile, pad size more than 16 sq",2024-10-01
A6252002,"04,""in. but less than or equal to 48 sq. in., without adhesive border, each dress",2024-10-01
A6253001,"03,""Specialty absorptive dressing, wound cover, sterile, pad size more than 48 sq",2024-10-01
A6253002,"04,""in., without adhesive border, each dressing"",,,,,,",2024-10-01
A6254001,"03,""Specialty absorptive dressing, wound cover, sterile, pad size 16 sq. in. or"",",2024-10-01
A6254002,"04,""less, with any size adhesive border, each dressing"",,,,,,",2024-10-01
A6255001,"03,""Specialty absorptive dressing, wound cover, sterile, pad size more than 16 sq",2024-10-01
A6255002,"04,""in. but less than or equal to 48 sq. in., with any size adhesive border, each",2024-10-01
A6255003,"04,dressing,,,,,,",2024-10-01
A6256001,"03,""Specialty absorptive dressing, wound cover, sterile, pad size more than 48 sq",2024-10-01
A6256002,"04,""in., with any size adhesive border, each dressing"",,,,,,",2024-10-01
A6257001,"03,""Transparent film, sterile, 16 sq. in. or less, each dressing"",Transparent fil",2024-10-01
A6258001,"03,""Transparent film, sterile, more than 16 sq. in. but less than or equal to 48""",2024-10-01
A6258002,"04,""sq. in., each dressing"",,,,,,",2024-10-01
A6259001,"03,""Transparent film, sterile, more than 48 sq. in., each dressing"",Transparent f",2024-10-01
A6260001,"03,""Wound cleansers, any type, any size"",Wound cleanser any type/size00      9",2024-10-01
A6261001,"03,""Wound filler, gel/paste, per fluid ounce, not otherwise specified"",Wound fill",2024-10-01
A6262001,"03,""Wound filler, dry form, per gram, not otherwise specified"",Wound filler dry f",2024-10-01
A6266001,"03,""Gauze, impregnated, other than water, normal saline, or zinc paste, sterile,""",2024-10-01
A6266002,"04,""any width, per linear yard"",,,,,,",2024-10-01
A6402001,"03,""Gauze, non-impregnated, sterile, pad size 16 sq. in. or less, without adhesiv",2024-10-01
A6402002,"04,""border, each dressing"",,,,,,",2024-10-01
A6403001,"03,""Gauze, non-impregnated, sterile, pad size more than 16 sq. in. less than or"",",2024-10-01
A6403002,"04,""equal to 48 sq. in., without adhesive border, each dressing"",,,,,,",2024-10-01
A6404001,"03,""Gauze, non-impregnated, sterile, pad size more than 48 sq. in., without"",Ster",2024-10-01
A6404002,"04,""adhesive border, each dressing"",,,,,,",2024-10-01
A6407001,"03,""Packing strips, non-impregnated, sterile, up to 2 inches in width, per linear",2024-10-01
A6407002,"04,yard,,,,,,",2024-10-01
A6410001,"03,""Eye pad, sterile, each"",Sterile eye pad             35      A",2024-10-01
A6411001,"03,""Eye pad, non-sterile, each"",Non-sterile eye pad         35      A",2024-10-01
A6412001,"03,""Eye patch, occlusive, each"",Occlusive eye patch         00      9,,,C,Z2,S",2024-10-01
A6413001,"03,""Adhesive bandage, first-aid type, any size, each"",""Adhesive bandage, first-ai",2024-10-01
A6441001,"03,""Padding bandage, non-elastic, non-woven/non-knitted, width greater than or"",""",2024-10-01
A6441002,"04,""equal to three inches and less than five inches, per yard"",,,,,,",2024-10-01
A6442001,"03,""Conforming bandage, non-elastic, knitted/woven, non-sterile, width less than""",2024-10-01
A6442002,"04,""three inches, per yard"",,,,,,",2024-10-01
A6443001,"03,""Conforming bandage, non-elastic, knitted/woven, non-sterile, width greater th",2024-10-01
A6443002,"04,""or equal to three inches and less than five inches, per yard"",,,,,,",2024-10-01
A6444001,"03,""Conforming bandage, non-elastic, knitted/woven, non-sterile, width greater th",2024-10-01
A6444002,"04,""or equal to 5 inches, per yard"",,,,,,",2024-10-01
A6445001,"03,""Conforming bandage, non-elastic, knitted/woven, sterile, width less than thre",2024-10-01
A6445002,"04,""inches, per yard"",,,,,,",2024-10-01
A6446001,"03,""Conforming bandage, non-elastic, knitted/woven, sterile, width greater than o",2024-10-01
A6446002,"04,""equal to three inches and less than five inches, per yard"",,,,,,",2024-10-01
A6447001,"03,""Conforming bandage, non-elastic, knitted/woven, sterile, width greater than o",2024-10-01
A6447002,"04,""equal to five inches, per yard"",,,,,,",2024-10-01
A6448001,"03,""Light compression bandage, elastic, knitted/woven, width less than three"",""Lt",2024-10-01
A6448002,"04,""inches, per yard"",,,,,,",2024-10-01
A6449001,"03,""Light compression bandage, elastic, knitted/woven, width greater than or equa",2024-10-01
A6449002,"04,""to three inches and less than five inches, per yard"",,,,,,",2024-10-01
A6450001,"03,""Light compression bandage, elastic, knitted/woven, width greater than or equa",2024-10-01
A6450002,"04,""to five inches, per yard"",,,,,,",2024-10-01
A6451001,"03,""Moderate compression bandage, elastic, knitted/woven, load resistance of 1.25",2024-10-01
A6451002,"04,""to 1.34 foot pounds at 50% maximum stretch, width greater than or equal to"",,",2024-10-01
A6451003,"04,""three inches and less than five inches, per yard"",,,,,,",2024-10-01
A6452001,"03,""High compression bandage, elastic, knitted/woven, load resistance greater tha",2024-10-01
A6452002,"04,""or equal to 1.35 foot pounds at 50% maximum stretch, width greater than or"",,",2024-10-01
A6452003,"04,""equal to three inches and less than five inches, per yard"",,,,,,",2024-10-01
A6453001,"03,""Self-adherent bandage, elastic, non-knitted/non-woven, width less than three""",2024-10-01
A6453002,"04,""inches, per yard"",,,,,,",2024-10-01
A6454001,"03,""Self-adherent bandage, elastic, non-knitted/non-woven, width greater than or""",2024-10-01
A6454002,"04,""equal to three inches and less than five inches, per yard"",,,,,,",2024-10-01
A6455001,"03,""Self-adherent bandage, elastic, non-knitted/non-woven, width greater than or""",2024-10-01
A6455002,"04,""equal to five inches, per yard"",,,,,,",2024-10-01
A6456001,"03,""Zinc paste impregnated bandage, non-elastic, knitted/woven, width greater tha",2024-10-01
A6456002,"04,""or equal to three inches and less than five inches, per yard"",,,,,,",2024-10-01
A6457001,"03,""Tubular dressing with or without elastic, any width, per linear yard"",Tubular",2024-10-01
A6460001,"03,""Synthetic resorbable wound dressing, sterile, pad size 16 sq. in. or less,"",S",2024-10-01
A6460002,"04,""without adhesive border, each dressing"",,,,,,",2024-10-01
A6461001,"03,""Synthetic resorbable wound dressing, sterile, pad size more than 16 sq. in. b",2024-10-01
A6461002,"04,""less than or equal to 48 sq. in., without adhesive border, each dressing"",,,,",2024-10-01
A6501001,"03,""Compression burn garment, bodysuit (head to foot), custom fabricated"",Compres",2024-10-01
A6502001,"03,""Compression burn garment, chin strap, custom fabricated"",Compres burngarment",2024-10-01
A6503001,"03,""Compression burn garment, facial hood, custom fabricated"",Compres burngarment",2024-10-01
A6504001,"03,""Compression burn garment, glove to wrist, custom fabricated"",Cmprsburngarment",2024-10-01
A6505001,"03,""Compression burn garment, glove to elbow, custom fabricated"",Cmprsburngarment",2024-10-01
A6506001,"03,""Compression burn garment, glove to axilla, custom fabricated"",Cmprsburngrmnt",2024-10-01
A6507001,"03,""Compression burn garment, foot to knee length, custom fabricated"",Cmprs burng",2024-10-01
A6508001,"03,""Compression burn garment, foot to thigh length, custom fabricated"",Cmprs burn",2024-10-01
A6509001,"03,""Compression burn garment, upper trunk to waist including arm openings (vest),",2024-10-01
A6509002,"04,custom fabricated,,,,,,",2024-10-01
A6510001,"03,""Compression burn garment, trunk, including arms down to leg openings (leotard",2024-10-01
A6510002,"04,custom fabricated,,,,,,",2024-10-01
A6511001,"03,""Compression burn garment, lower trunk including leg openings (panty), custom""",2024-10-01
A6511002,"04,fabricated,,,,,,",2024-10-01
A6512001,"03,""Compression burn garment, not otherwise classified"",""Compres burn garment, no",2024-10-01
A6513001,"03,""Compression burn mask, face and/or neck, plastic or equal, custom fabricated""",2024-10-01
A6515001,"03,""Gradient compression wrap with adjustable straps, full leg, each, custom"",Gra",2024-10-01
A6516001,"03,""Gradient compression wrap with adjustable straps, foot, each, custom"",Grad co",2024-10-01
A6517001,"03,""Gradient compression wrap with adjustable straps, below knee, each, custom"",G",2024-10-01
A6518001,"03,""Gradient compression wrap with adjustable straps, arm, each, custom"",Grad com",2024-10-01
A6519001,"03,""Gradient compression garment, not otherwise specified, for nighttime use, eac",2024-10-01
A6520001,"03,""Gradient compression garment, glove, padded, for nighttime use, each"",G com g",2024-10-01
A6521001,"03,""Gradient compression garment, glove, padded, for nighttime use, custom, each""",2024-10-01
A6522001,"03,""Gradient compression garment, arm, padded, for nighttime use, each"",G com gar",2024-10-01
A6523001,"03,""Gradient compression garment, arm, padded, for nighttime use, custom, each"",G",2024-10-01
A6524001,"03,""Gradient compression garment, lower leg and foot, padded, for nighttime use,""",2024-10-01
A6524002,"04,each,,,,,,",2024-10-01
A6525001,"03,""Gradient compression garment, lower leg and foot, padded, for nighttime use,""",2024-10-01
A6525002,"04,""custom, each"",,,,,,",2024-10-01
A6526001,"03,""Gradient compression garment, full leg and foot, padded, for nighttime use, e",2024-10-01
A6527001,"03,""Gradient compression garment, full leg and foot, padded, for nighttime use,"",",2024-10-01
A6527002,"04,""custom, each"",,,,,,",2024-10-01
A6528001,"03,""Gradient compression garment, bra, for nighttime use, each"",G com garment bra",2024-10-01
A6529001,"03,""Gradient compression garment, bra, for nighttime use, custom, each"",G com gar",2024-10-01
A6530001,"03,""Gradient compression stocking, below knee, 18-30 mmhg, each"",Compression stoc",2024-10-01
A6531001,"03,""Gradient compression stocking, below knee, 30-40 mmhg, used as a surgical"",Co",2024-10-01
A6531002,"04,""dressing, each"",,,,,,",2024-10-01
A6532001,"03,""Gradient compression stocking, below knee, 40-50 mmhg, used as a surgical"",Co",2024-10-01
A6532002,"04,""dressing, each"",,,,,,",2024-10-01
A6533001,"03,""Gradient compression stocking, thigh length, 18-30 mmhg, each"",Gc stocking th",2024-10-01
A6534001,"03,""Gradient compression stocking, thigh length, 30-40 mmhg, each"",Gc stocking th",2024-10-01
A6535001,"03,""Gradient compression stocking, thigh length, 40 mmhg or greater, each"",Gc sto",2024-10-01
A6536001,"03,""Gradient compression stocking, full length/chap style, 18-30 mmhg, each"",Gc s",2024-10-01
A6537001,"03,""Gradient compression stocking, full length/chap style, 30-40 mmhg, each"",Gc s",2024-10-01
A6538001,"03,""Gradient compression stocking, full length/chap style, 40 mmhg or greater, ea",2024-10-01
A6539001,"03,""Gradient compression stocking, waist length, 18-30 mmhg, each"",Gc stocking wa",2024-10-01
A6540001,"03,""Gradient compression stocking, waist length, 30-40 mmhg, each"",Gc stocking wa",2024-10-01
A6541001,"03,""Gradient compression stocking, waist length, 40 mmhg or greater, each"",Gc sto",2024-10-01
A6544001,"03,""Gradient compression stocking, garter belt"",Gc stocking garter belt     00",2024-10-01
A6545001,"03,""Gradient compression wrap, non-elastic, below knee, 30-50 mmhg, used as a"",Gr",2024-10-01
A6545002,"04,""surgical dressing, each"",,,,,,",2024-10-01
A6549001,"03,""Gradient compression garment, not otherwise specified, for daytime use, each""",2024-10-01
A6550001,"03,""Wound care set, for negative pressure wound therapy electrical pump, includes",2024-10-01
A6550002,"04,all supplies and accessories,,,,,,",2024-10-01
A6552001,"03,""Gradient compression stocking, below knee, 30-40 mmhg, each"",Grad com stockin",2024-10-01
A6553001,"03,""Gradient compression stocking, below knee, 30-40 mmhg, custom, each"",G com st",2024-10-01
A6554001,"03,""Gradient compression stocking, below knee, 40 mmhg or greater, each"",Grad com",2024-10-01
A6555001,"03,""Gradient compression stocking, below knee, 40 mmhg or greater, custom, each"",",2024-10-01
A6556001,"03,""Gradient compression stocking, thigh length, 18-30 mmhg, custom, each"",G com",2024-10-01
A6557001,"03,""Gradient compression stocking, thigh length, 30-40 mmhg, custom, each"",G com",2024-10-01
A6558001,"03,""Gradient compression stocking, thigh length, 40 mmhg or greater, custom, each",2024-10-01
A6559001,"03,""Gradient compression stocking, full length/chap style, 18-30 mmhg, custom, ea",2024-10-01
A6560001,"03,""Gradient compression stocking, full length/chap style, 30-40 mmhg, custom, ea",2024-10-01
A6561001,"03,""Gradient compression stocking, full length/chap style, 40 mmhg or greater,"",G",2024-10-01
A6561002,"04,""custom, each"",,,,,,",2024-10-01
A6562001,"03,""Gradient compression stocking, waist length, 18-30 mmhg, custom, each"",G com",2024-10-01
A6563001,"03,""Gradient compression stocking, waist length, 30-40 mmhg, custom, each"",G com",2024-10-01
A6564001,"03,""Gradient compression stocking, waist length, 40 mmhg or greater, custom, each",2024-10-01
A6565001,"03,""Gradient compression gauntlet, custom, each"",Grad comp gauntlet custom   40",2024-10-01
A6566001,"03,""Gradient compression garment, neck/head, each"",Grad com garment neck/head  40",2024-10-01
A6567001,"03,""Gradient compression garment, neck/head, custom, each"",G com garment neck/hea",2024-10-01
A6568001,"03,""Gradient compression garment, torso and shoulder, each"",G com garment torso/s",2024-10-01
A6569001,"03,""Gradient compression garment, torso/shoulder, custom, each"",G com garmnt tors",2024-10-01
A6570001,"03,""Gradient compression garment, genital region, each"",Grad com garment genital",2024-10-01
A6571001,"03,""Gradient compression garment, genital region, custom, each"",G com garment gen",2024-10-01
A6572001,"03,""Gradient compression garment, toe caps, each"",Grad com garment toe caps   40",2024-10-01
A6573001,"03,""Gradient compression garment, toe caps, custom, each"",Grad com garmnt toe cap",2024-10-01
A6574001,"03,""Gradient compression arm sleeve and glove combination, custom, each"",Custom g",2024-10-01
A6575001,"03,""Gradient  compression arm sleeve and glove combination, each"",Gradient comp s",2024-10-01
A6576001,"03,""Gradient  compression arm sleeve, custom, medium weight, each"",Custom grad co",2024-10-01
A6577001,"03,""Gradient  compression arm sleeve, custom, heavy weight, each"",Custom grad cm",2024-10-01
A6578001,"03,""Gradient  compression arm sleeve, each"",Gradient comp sleeve        40      A",2024-10-01
A6579001,"03,""Gradient compression glove, custom, medium weight, each"",Custom grad com glov",2024-10-01
A6580001,"03,""Gradient  compression glove, custom, heavy weight, each"",Custom grad com glov",2024-10-01
A6581001,"03,""Gradient compression glove, each"",Gradient comp glove         40      A,,,C,O",2024-10-01
A6582001,"03,""Gradient compression gauntlet, each"",Gradient comp gauntlet      40      A,,,",2024-10-01
A6583001,"03,""Gradient compression wrap with adjustable straps, below knee, each"",Grad com",2024-10-01
A6584001,"03,""Gradient compression wrap with adjustable straps, not otherwise specified"",Gr",2024-10-01
A6585001,"03,""Gradient compression wrap with adjustable straps, above knee, each"",Grad com",2024-10-01
A6586001,"03,""Gradient compression wrap with adjustable straps, full leg, each"",Grad com wr",2024-10-01
A6587001,"03,""Gradient compression wrap with adjustable straps, foot, each"",Grad com wrap w",2024-10-01
A6588001,"03,""Gradient compression wrap with adjustable straps, arm, each"",Grad com wrap w",2024-10-01
A6589001,"03,""Gradient pressure wrap with adjustable straps, bra, each"",Grad com wrap w str",2024-10-01
A6590001,"03,""External urinary catheters; disposable, with wicking material, for use with"",",2024-10-01
A6590002,"04,""suction pump, per month"",,,,,,",2024-10-01
A6591001,"03,""External urinary catheter; non-disposable, for use with suction pump, per mon",2024-10-01
A6593001,"03,""Accessory for gradient compression garment or wrap with adjustable straps,"",G",2024-10-01
A6593002,"04,not-otherwise specified,,,,,,",2024-10-01
A6594001,"03,""Gradient compression bandaging supply, bandage liner, lower extremity, any si",2024-10-01
A6594002,"04,""or length, each"",,,,,,",2024-10-01
A6595001,"03,""Gradient compression bandaging supply, bandage liner, upper extremity, any si",2024-10-01
A6595002,"04,""or length, each"",,,,,,",2024-10-01
A6596001,"03,""Gradient compression bandaging supply, conforming gauze, per linear yard, any",2024-10-01
A6596002,"04,""width, each"",,,,,,",2024-10-01
A6597001,"03,""Gradient compression bandage roll, elastic long stretch, linear yard, any"",G",2024-10-01
A6597002,"04,""width, each"",,,,,,",2024-10-01
A6598001,"03,""Gradient compression bandage roll, elastic medium stretch, per linear yard, a",2024-10-01
A6598002,"04,""width, each"",,,,,,",2024-10-01
A6599001,"03,""Gradient compression bandage roll, inelastic short stretch, per linear yard,""",2024-10-01
A6599002,"04,""any width, each"",,,,,,",2024-10-01
A6600001,"03,""Gradient compression bandaging supply, high density foam sheet, per 250 squar",2024-10-01
A6600002,"04,""centimeters, each"",,,,,,",2024-10-01
A6601001,"03,""Gradient compression bandaging supply, high density foam pad, any size or"",G",2024-10-01
A6601002,"04,""shape, each"",,,,,,",2024-10-01
A6602001,"03,""Gradient compression bandaging supply, high density foam roll for bandage, pe",2024-10-01
A6602002,"04,""linear yard, any width, each"",,,,,,",2024-10-01
A6603001,"03,""Gradient compression bandaging supply, low density channel foam sheet, per 25",2024-10-01
A6603002,"04,""square centimeters, each"",,,,,,",2024-10-01
A6604001,"03,""Gradient compression bandaging supply, low density flat foam sheet, per 250"",",2024-10-01
A6604002,"04,""square centimeters, each"",,,,,,",2024-10-01
A6605001,"03,""Gradient compression bandaging supply, padded foam, per linear yard, any widt",2024-10-01
A6605002,"04,each,,,,,,",2024-10-01
A6606001,"03,""Gradient compression bandaging supply, padded textile, per linear yard, any"",",2024-10-01
A6606002,"04,""width, each"",,,,,,",2024-10-01
A6607001,"03,""Gradient compression bandaging supply, tubular protective absorption layer, p",2024-10-01
A6607002,"04,""linear yard, any width, each"",,,,,,",2024-10-01
A6608001,"03,""Gradient compression bandaging supply, tubular protective absorption padded"",",2024-10-01
A6608002,"04,""layer, per linear yard, any width, each"",,,,,,",2024-10-01
A6609001,"03,""Gradient compression bandaging supply, not otherwise specified"",G compression",2024-10-01
A6610001,"03,""Gradient compression stocking, below knee, 18-30 mmhg, custom, each"",G com st",2024-10-01
A6611001,"03,""Gradient compression wrap with adjustable straps, above knee, each, custom"",G",2024-10-01
A7000001,"03,""Canister, disposable, used with suction pump, each"",Disposable canister for p",2024-10-01
A7001001,"03,""Canister, non-disposable, used with suction pump, each"",Nondisposable pump ca",2024-10-01
A7002001,"03,""Tubing, used with suction pump, each"",Tubing used w suction pump  32      A,,",2024-10-01
A7003001,"03,""Administration set, with small volume nonfiltered pneumatic nebulizer,"",Nebul",2024-10-01
A7003002,"04,disposable,,,,,,",2024-10-01
A7004001,"03,""Small volume nonfiltered pneumatic nebulizer, disposable"",Disposable nebulize",2024-10-01
A7005001,"03,""Administration set, with small volume nonfiltered pneumatic nebulizer,"",Nondi",2024-10-01
A7005002,"04,non-disposable,,,,,,",2024-10-01
A7006001,"03,""Administration set, with small volume filtered pneumatic nebulizer"",Filtered",2024-10-01
A7007001,"03,""Large volume nebulizer, disposable, unfilled, used with aerosol compressor"",L",2024-10-01
A7008001,"03,""Large volume nebulizer, disposable, prefilled, used with aerosol compressor"",",2024-10-01
A7009001,"03,""Reservoir bottle, non-disposable, used with large volume ultrasonic nebulizer",2024-10-01
A7010001,"03,""Corrugated tubing, disposable, used with large volume nebulizer, 100 feet"",Di",2024-10-01
A7011001,"03,""Corrugated tubing, non-disposable, used with large volume nebulizer, 10 feet""",2024-10-01
A7012001,"03,""Water collection device, used with large volume nebulizer"",Nebulizer water co",2024-10-01
A7013001,"03,""Filter, disposable, used with aerosol compressor or ultrasonic generator"",Dis",2024-10-01
A7014001,"03,""Filter, nondisposable, used with aerosol compressor or ultrasonic generator"",",2024-10-01
A7015001,"03,""Aerosol mask, used with dme nebulizer"",Aerosol mask used w nebulize32      A,",2024-10-01
A7016001,"03,""Dome and mouthpiece, used with small volume ultrasonic nebulizer"",Nebulizer d",2024-10-01
A7017001,"03,""Nebulizer, durable, glass or autoclavable plastic, bottle type, not used with",2024-10-01
A7017002,"04,oxygen,,,,,,",2024-10-01
A7018001,"03,""Water, distilled, used with large volume nebulizer, 1000 ml"",Water distilled",2024-10-01
A7020001,"03,""Interface for cough stimulating device, includes all components, replacement""",2024-10-01
A7020002,"04,only,,,,,,",2024-10-01
A7021001,"03,""Supplies and accessories for lung expansion airway clearance, continuous high",2024-10-01
A7021002,"04,""frequency oscillation, and nebulization device (e.g., handset, nebulizer kit,",2024-10-01
A7021003,"04,biofilter),,,,,,",2024-10-01
A7023001,"03,""Mechanical allergen particle barrier/inhalation filter, cream, nasal, topical",2024-10-01
A7025001,"03,""High frequency chest wall oscillation system vest, replacement for use with"",",2024-10-01
A7025002,"04,""patient owned equipment, each"",,,,,,",2024-10-01
A7026001,"03,""High frequency chest wall oscillation system hose, replacement for use with"",",2024-10-01
A7026002,"04,""patient owned equipment, each"",,,,,,",2024-10-01
A7027001,"03,""Combination oral/nasal mask, used with continuous positive airway pressure"",C",2024-10-01
A7027002,"04,""device, each"",,,,,,",2024-10-01
A7028001,"03,""Oral cushion for combination oral/nasal mask, replacement only, each"",Repl or",2024-10-01
A7029001,"03,""Nasal pillows for combination oral/nasal mask, replacement only, pair"",Repl n",2024-10-01
A7030001,"03,""Full face mask used with positive airway pressure device, each"",Cpap full fac",2024-10-01
A7031001,"03,""Face mask interface, replacement for full face mask, each"",Replacement facema",2024-10-01
A7032001,"03,""Cushion for use on nasal mask interface, replacement only, each"",Replacement",2024-10-01
A7033001,"03,""Pillow for use on nasal cannula type interface, replacement only, pair"",Repla",2024-10-01
A7034001,"03,Nasal interface (mask or cannula type) used with positive airway pressure,Nasa",2024-10-01
A7034002,"04,""device, with or without head strap"",,,,,,",2024-10-01
A7035001,"03,Headgear used with positive airway pressure device,Pos airway press headgear",2024-10-01
A7036001,"03,Chinstrap used with positive airway pressure device,Pos airway press chinstrap",2024-10-01
A7037001,"03,Tubing used with positive airway pressure device,Pos airway pressure tubing  3",2024-10-01
A7038001,"03,""Filter, disposable, used with positive airway pressure device"",Pos airway pre",2024-10-01
A7039001,"03,""Filter, non disposable, used with positive airway pressure device"",""Filter, n",2024-10-01
A7040001,"03,One way chest drain valve,One way chest drain valve   38      A,,,C,D1F,P",2024-10-01
A7041001,"03,Water seal drainage container and tubing for use with implanted chest tube,Wat",2024-10-01
A7042001,"03,""Implanted pleural catheter, each"",Implanted pleural catheter  38      A,,,C,D",2024-10-01
A7043001,"03,Vacuum drainage bottle and tubing for use with implanted catheter,Vacuum drain",2024-10-01
A7044001,"03,""Oral interface used with positive airway pressure device, each"",Pap oral inte",2024-10-01
A7045001,"03,Exhalation port with or without swivel used with accessories for positive,Repl",2024-10-01
A7045002,"04,""airway devices, replacement only"",,,,,,",2024-10-01
A7046001,"03,""Water chamber for humidifier, used with positive airway pressure device,"",""Re",2024-10-01
A7046002,"04,""replacement, each"",,,,,,",2024-10-01
A7047001,"03,""Oral interface used with respiratory suction pump, each"",Resp suction oral in",2024-10-01
A7048001,"03,""Vacuum drainage collection unit and tubing kit, including all supplies needed",2024-10-01
A7048002,"04,""for collection unit change, for use with implanted catheter, each"",,,,,,",2024-10-01
A7049001,"03,Expiratory positive airway pressure intranasal resistance valve,Epap nasal val",2024-10-01
A7501001,"03,""Tracheostoma valve, including diaphragm, each"",Tracheostoma valve w diaphra37",2024-10-01
A7502001,"03,""Replacement diaphragm/faceplate for tracheostoma valve, each"",Replacement dia",2024-10-01
A7503001,"03,""Filter holder or filter cap, reusable, for use in a tracheostoma heat and"",Hm",2024-10-01
A7503002,"04,""moisture exchange system, each"",,,,,,",2024-10-01
A7504001,"03,""Filter for use in a tracheostoma heat and moisture exchange system, each"",Tra",2024-10-01
A7505001,"03,""Housing, reusable without adhesive, for use in a heat and moisture exchange"",",2024-10-01
A7505002,"04,""system and/or with a tracheostoma valve, each"",,,,,,",2024-10-01
A7506001,"03,Adhesive disc for use in a heat and moisture exchange system and/or with,Hmes/",2024-10-01
A7506002,"04,""tracheostoma valve, any type each"",,,,,,",2024-10-01
A7507001,"03,""Filter holder and integrated filter without adhesive, for use in a tracheosto",2024-10-01
A7507002,"04,""heat and moisture exchange system, each"",,,,,,",2024-10-01
A7508001,"03,""Housing and integrated adhesive, for use in a tracheostoma heat and moisture""",2024-10-01
A7508002,"04,""exchange system and/or with a tracheostoma valve, each"",,,,,,",2024-10-01
A7509001,"03,""Filter holder and integrated filter housing, and adhesive, for use as a"",Heat",2024-10-01
A7509002,"04,""tracheostoma heat and moisture exchange system, each"",,,,,,",2024-10-01
A7520001,"03,""Tracheostomy/laryngectomy tube, non-cuffed, polyvinylchloride (pvc), silicone",2024-10-01
A7520002,"04,""or equal, each"",,,,,,",2024-10-01
