code,description,last_updated
127598004,Repair of joint capsule of knee,2024-10-01
127598004,Repair of joint capsule of knee,2024-10-01
127599007,Application of hip spica cast,2024-10-01
127599007,Application of hip spica cast,2024-10-01
127600005,Arthrotomy with drainage of intertarsal joint,2024-10-01
127600005,Arthrotomy with drainage of intertarsal joint,2024-10-01
127601009,Hammer toe operation,2024-10-01
127601009,Hammer toe operation,2024-10-01
127605000,Phlebotomy,2024-10-01
127605000,Phlebotomy,2024-10-01
127606004,Therapeutic phlebotomy,2024-10-01
127606004,Therapeutic phlebotomy,2024-10-01
127748002,Obstetric procedure,2024-10-01
127748002,Obstetric procedure,2024-10-01
127777001,Provider-specific procedure,2024-10-01
127777001,Provider-specific procedure,2024-10-01
127778006,Positive expiratory pressure mask physiotherapy,2024-10-01
127778006,Positive expiratory pressure mask physiotherapy,2024-10-01
127779003,Oscillating positive expiratory pressure (flutter) physiotherapy,2024-10-01
127779003,Oscillating positive expiratory pressure (flutter) physiotherapy,2024-10-01
127780000,High frequency chest compression vest physiotherapy,2024-10-01
127780000,High frequency chest compression vest physiotherapy,2024-10-01
127781001,Postural drainage with chest clapping,2024-10-01
127781001,Postural drainage with chest clapping,2024-10-01
127782008,Autogenic pulmonary drainage,2024-10-01
127782008,Autogenic pulmonary drainage,2024-10-01
127783003,Spirometry,2024-10-01
127783003,Spirometry,2024-10-01
127784009,Inhaled bronchodilator therapy,2024-10-01
127784009,Inhaled bronchodilator therapy,2024-10-01
127785005,Immunization,2024-10-01
127785005,Immunization,2024-10-01
127785005,Immunization,2024-10-01
127786006,Tetanus vaccination,2024-10-01
127786006,Tetanus vaccination,2024-10-01
127787002,Haemophilus influenzae type b vaccination,2024-10-01
127787002,Haemophilus influenzae type b vaccination,2024-10-01
127787002,Haemophilus influenzae type b vaccination,2024-10-01
127787002,Haemophilus influenzae type b vaccination,2024-10-01
127788007,Apheresis,2024-10-01
127788007,Apheresis,2024-10-01
127789004,Laboratory procedure categorized by method,2024-10-01
127789004,Laboratory procedure categorized by method,2024-10-01
127790008,Staining method,2024-10-01
127790008,Staining method,2024-10-01
127791007,Laboratory test related to hemostasis,2024-10-01
127791007,Laboratory test related to hemostasis,2024-10-01
127792000,Tilt tube coagulation time method,2024-10-01
127792000,Tilt tube coagulation time method,2024-10-01
127793005,Alpha-2 antiplasmin functional assay,2024-10-01
127793005,Alpha-2 antiplasmin functional assay,2024-10-01
127794004,"Plasminogen activator inhibitor, chromogenic assay",2024-10-01
127794004,"Plasminogen activator inhibitor, chromogenic assay",2024-10-01
127795003,Laboratory test related to immunohematology,2024-10-01
127795003,Laboratory test related to immunohematology,2024-10-01
127796002,Direct tissue immunofluorescence procedure,2024-10-01
127796002,Direct tissue immunofluorescence procedure,2024-10-01
127797006,Indirect tissue immunofluorescence procedure,2024-10-01
127797006,Indirect tissue immunofluorescence procedure,2024-10-01
127798001,Immunocytochemical procedure,2024-10-01
127798001,Immunocytochemical procedure,2024-10-01
127799009,Test for molds,2024-10-01
127799009,Test for molds,2024-10-01
127800008,Microscopic urinalysis,2024-10-01
127800008,Microscopic urinalysis,2024-10-01
127801007,Body fluid analysis,2024-10-01
127801007,Body fluid analysis,2024-10-01
127802000,Functional residual capacity measurement,2024-10-01
127802000,Functional residual capacity measurement,2024-10-01
127803005,Lung residual volume measurement,2024-10-01
127803005,Lung residual volume measurement,2024-10-01
127812007,Chiropractic adjustment of subluxation,2024-10-01
127812007,Chiropractic adjustment of subluxation,2024-10-01
127848009,Spouse,2024-10-01
127848009,Spouse,2024-10-01
127849001,Husband,2024-10-01
127849001,Husband,2024-10-01
127850001,Wife,2024-10-01
127850001,Wife,2024-10-01
127851002,Fiance,2024-10-01
127851002,Fiance,2024-10-01
127852009,Endocrine ovary,2024-10-01
127852009,Endocrine ovary,2024-10-01
127853004,Carcass,2024-10-01
127853004,Carcass,2024-10-01
127854005,Epidermal Langerhans cell,2024-10-01
127855006,Apocrine sweat gland,2024-10-01
127855006,Apocrine sweat gland,2024-10-01
127856007,Skin AND subcutaneous tissue,2024-10-01
127856007,Skin AND subcutaneous tissue,2024-10-01
127858008,Ectopic female breast (body structure),2024-10-01
127858008,Ectopic female breast (body structure),2024-10-01
127859000,Ectopic male breast (body structure),2024-10-01
127859000,Ectopic male breast (body structure),2024-10-01
127860005,Posterior process of tibia,2024-10-01
127860005,Posterior process of tibia,2024-10-01
127861009,Ligament of temporomandibular joint,2024-10-01
127861009,Ligament of temporomandibular joint,2024-10-01
127862002,Joint of pelvis,2024-10-01
127862002,Joint of pelvis,2024-10-01
127863007,Subtalar joint,2024-10-01
127863007,Subtalar joint,2024-10-01
127864001,Talonavicular joint,2024-10-01
127864001,Talonavicular joint,2024-10-01
127865000,Blood vessel of head,2024-10-01
127865000,Blood vessel of head,2024-10-01
127866004,Primary branch of superior mesenteric artery,2024-10-01
127866004,Primary branch of superior mesenteric artery,2024-10-01
127868003,Upper digestive tract,2024-10-01
127868003,Upper digestive tract,2024-10-01
127869006,Anterior wall of fundus of stomach,2024-10-01
127869006,Anterior wall of fundus of stomach,2024-10-01
127870007,Posterior wall of fundus of stomach,2024-10-01
127870007,Posterior wall of fundus of stomach,2024-10-01
127871006,Anterior wall of body of stomach,2024-10-01
127871006,Anterior wall of body of stomach,2024-10-01
127872004,Posterior wall of body of stomach,2024-10-01
127872004,Posterior wall of body of stomach,2024-10-01
127873009,Lesser curvature of body of stomach,2024-10-01
127873009,Lesser curvature of body of stomach,2024-10-01
127874003,Greater curvature of body of stomach,2024-10-01
127874003,Greater curvature of body of stomach,2024-10-01
127875002,Anterior wall of antrum of stomach,2024-10-01
127875002,Anterior wall of antrum of stomach,2024-10-01
127876001,Posterior wall of antrum of stomach,2024-10-01
127876001,Posterior wall of antrum of stomach,2024-10-01
127877005,Lesser curvature of antrum of stomach,2024-10-01
127877005,Lesser curvature of antrum of stomach,2024-10-01
127878000,Greater curvature of antrum of stomach,2024-10-01
127878000,Greater curvature of antrum of stomach,2024-10-01
127879008,Hepatic parenchyma,2024-10-01
127879008,Hepatic parenchyma,2024-10-01
127880006,Junction of duodenal mucosa and mucosa of ampulla of Vater,2024-10-01
127881005,Peri-ampullary tissue of hepatopancreatic ampulla,2024-10-01
127881005,Peri-ampullary tissue of hepatopancreatic ampulla,2024-10-01
127882003,Female genital organ,2024-10-01
127882003,Female genital organ,2024-10-01
127883008,Anterior wall of upper third of vagina,2024-10-01
127883008,Anterior wall of upper third of vagina,2024-10-01
127884002,Posterior wall of upper third of vagina,2024-10-01
127884002,Posterior wall of upper third of vagina,2024-10-01
127885001,Left lateral wall of upper third of vagina,2024-10-01
127885001,Left lateral wall of upper third of vagina,2024-10-01
127886000,Right lateral wall of upper third of vagina,2024-10-01
127886000,Right lateral wall of upper third of vagina,2024-10-01
127887009,Circumferential part of upper third of vagina,2024-10-01
127887009,Circumferential part of upper third of vagina,2024-10-01
127888004,Anterior wall of middle third of vagina,2024-10-01
127888004,Anterior wall of middle third of vagina,2024-10-01
127889007,Posterior wall of middle third of vagina,2024-10-01
127889007,Posterior wall of middle third of vagina,2024-10-01
127890003,Left lateral wall of middle third of vagina,2024-10-01
127890003,Left lateral wall of middle third of vagina,2024-10-01
127891004,Right lateral wall of middle third of vagina,2024-10-01
127891004,Right lateral wall of middle third of vagina,2024-10-01
127892006,Circumferential part of middle third of vagina,2024-10-01
127892006,Circumferential part of middle third of vagina,2024-10-01
127893001,Anterior wall of lower third of vagina,2024-10-01
127893001,Anterior wall of lower third of vagina,2024-10-01
127894007,Posterior wall of lower third of vagina,2024-10-01
127894007,Posterior wall of lower third of vagina,2024-10-01
127895008,Left lateral wall of lower third of vagina,2024-10-01
127895008,Left lateral wall of lower third of vagina,2024-10-01
127896009,Right lateral wall of lower third of vagina,2024-10-01
127896009,Right lateral wall of lower third of vagina,2024-10-01
127897000,Circumferential part of lower third of vagina,2024-10-01
127897000,Circumferential part of lower third of vagina,2024-10-01
127898005,Cervix part,2024-10-01
127898005,Cervix part,2024-10-01
127899002,Left inferior quadrant of uterine cervix,2024-10-01
127899002,Left inferior quadrant of uterine cervix,2024-10-01
127900007,Left superior quadrant of uterine cervix,2024-10-01
127900007,Left superior quadrant of uterine cervix,2024-10-01
127901006,Right inferior quadrant of uterine cervix,2024-10-01
127901006,Right inferior quadrant of uterine cervix,2024-10-01
127902004,Right superior quadrant of uterine cervix,2024-10-01
127902004,Right superior quadrant of uterine cervix,2024-10-01
127903009,Male genital organ,2024-10-01
127903009,Male genital organ,2024-10-01
127904003,Peri-urethral gland zone of prostate,2024-10-01
127904003,Peri-urethral gland zone of prostate,2024-10-01
127905002,Both lateral lobes of the prostate,2024-10-01
127905002,Both lateral lobes of the prostate,2024-10-01
127906001,Excretory duct of seminal vesicle,2024-10-01
127906001,Excretory duct of seminal vesicle,2024-10-01
127907005,Undescended testis (body structure),2024-10-01
127907005,Undescended testis (body structure),2024-10-01
127907005,Undescended testis (body structure),2024-10-01
127908000,Mononuclear phagocyte system,2024-10-01
127908000,Mononuclear phagocyte system,2024-10-01
127909008,Dendritic cell system,2024-10-01
127909008,Dendritic cell system,2024-10-01
127910003,Lymphoid precursor cell,2024-10-01
127910003,Lymphoid precursor cell,2024-10-01
127911004,Hematopoietic precursor cell,2024-10-01
127911004,Hematopoietic precursor cell,2024-10-01
127912006,Erythroid precursor cell,2024-10-01
127912006,Erythroid precursor cell,2024-10-01
127913001,Neutrophilic granulocytic cell,2024-10-01
127913001,Neutrophilic granulocytic cell,2024-10-01
127914007,Myeloid precursor cell,2024-10-01
127914007,Myeloid precursor cell,2024-10-01
127915008,Myelocyte,2024-10-01
127915008,Myelocyte,2024-10-01
127916009,Eosinophilic granulocytic cell,2024-10-01
127916009,Eosinophilic granulocytic cell,2024-10-01
127917000,Basophilic granulocytic cell,2024-10-01
127917000,Basophilic granulocytic cell,2024-10-01
127918005,Megakaryocytic cell,2024-10-01
127918005,Megakaryocytic cell,2024-10-01
127919002,Interlobar lymph node of the lung,2024-10-01
127919002,Interlobar lymph node of the lung,2024-10-01
127920008,Lobar lymph node of the lung,2024-10-01
127920008,Lobar lymph node of the lung,2024-10-01
127921007,Segmental lymph node of the lung,2024-10-01
127921007,Segmental lymph node of the lung,2024-10-01
127922000,Subsegmental lymph node of the lung,2024-10-01
127922000,Subsegmental lymph node of the lung,2024-10-01
127923005,Right tracheobronchial lymph node,2024-10-01
127923005,Right tracheobronchial lymph node,2024-10-01
127924004,Left peribronchial lymph node,2024-10-01
127924004,Left peribronchial lymph node,2024-10-01
127925003,Superior mediastinal lymph node,2024-10-01
127925003,Superior mediastinal lymph node,2024-10-01
127926002,Highest mediastinal lymph node,2024-10-01
127926002,Highest mediastinal lymph node,2024-10-01
127927006,Upper paratracheal lymph node (mediastinal),2024-10-01
127927006,Upper paratracheal lymph node (mediastinal),2024-10-01
127928001,Right upper paratracheal (suprainnominate) mediastinal lymph node,2024-10-01
127928001,Right upper paratracheal (suprainnominate) mediastinal lymph node,2024-10-01
127928001,Right upper paratracheal (suprainnominate) mediastinal lymph node,2024-10-01
127929009,Left upper paratracheal (supra-aortic) mediastinal lymph node,2024-10-01
127929009,Left upper paratracheal (supra-aortic) mediastinal lymph node,2024-10-01
127930004,Prevascular/retrotracheal lymph node,2024-10-01
127930004,Prevascular/retrotracheal lymph node,2024-10-01
127931000,Retrotracheal lymph node (mediastinal),2024-10-01
127931000,Retrotracheal lymph node (mediastinal),2024-10-01
127932007,Lower paratracheal (including azygous) lymph node,2024-10-01
127932007,Lower paratracheal (including azygous) lymph node,2024-10-01
127933002,"Lower paratracheal lymph node, superior group",2024-10-01
127933002,"Lower paratracheal lymph node, superior group",2024-10-01
127934008,"Lower paratracheal lymph node, inferior group",2024-10-01
127934008,"Lower paratracheal lymph node, inferior group",2024-10-01
127935009,Right lower paratracheal lymph node,2024-10-01
127935009,Right lower paratracheal lymph node,2024-10-01
127936005,Left lower paratracheal lymph node,2024-10-01
127936005,Left lower paratracheal lymph node,2024-10-01
127937001,Lymph node of aortic arch,2024-10-01
127937001,Lymph node of aortic arch,2024-10-01
127938006,Lymph node of aortopulmonary window,2024-10-01
127938006,Lymph node of aortopulmonary window,2024-10-01
127939003,Para-aortic lymph node of the anterior mediastinum,2024-10-01
127939003,Para-aortic lymph node of the anterior mediastinum,2024-10-01
127940001,Paraesophageal lymph node below carina,2024-10-01
127940001,Paraesophageal lymph node below carina,2024-10-01
127941002,Lymph node of the pulmonary ligament,2024-10-01
127941002,Lymph node of the pulmonary ligament,2024-10-01
127942009,Veiled cell,2024-10-01
127942009,Veiled cell,2024-10-01
127943004,Endocrine testis,2024-10-01
127943004,Endocrine testis,2024-10-01
127944005,Endocrine gonad,2024-10-01
127944005,Endocrine gonad,2024-10-01
127945006,Mouth part,2024-10-01
127945006,Mouth part,2024-10-01
127946007,Abdominal Region,2024-10-01
127947003,Surface region,2024-10-01
127947003,Surface region,2024-10-01
127948008,Upper extremity region,2024-10-01
127948008,Upper extremity region,2024-10-01
127949000,Elbow region,2024-10-01
127949000,Elbow region,2024-10-01
127950000,Hand region,2024-10-01
127950000,Hand region,2024-10-01
127951001,Lower extremity region,2024-10-01
127951001,Lower extremity region,2024-10-01
127952008,Peritoneal fold,2024-10-01
127952008,Peritoneal fold,2024-10-01
127953003,Phalanx part,2024-10-01
127953003,Phalanx part,2024-10-01
127954009,Skeletal muscle,2024-10-01
127954009,Skeletal muscle,2024-10-01
127955005,Intracranial artery,2024-10-01
127955005,Intracranial artery,2024-10-01
127956006,Peripheral nerve of trunk,2024-10-01
127956006,Peripheral nerve of trunk,2024-10-01
127957002,Brain stem spino-olivary tract,2024-10-01
127957002,Brain stem spino-olivary tract,2024-10-01
127958007,Cell region,2024-10-01
127958007,Cell region,2024-10-01
127959004,Spino-olivary tract,2024-10-01
127959004,Spino-olivary tract,2024-10-01
127960009,Soft tissues of head,2024-10-01
127960009,Soft tissues of head,2024-10-01
127961008,Soft tissues of neck,2024-10-01
127961008,Soft tissues of neck,2024-10-01
127962001,Meckel's diverticulum (body structure),2024-10-01
127962001,Meckel's diverticulum (body structure),2024-10-01
127964000,Gemtuzumab ozogamicin,2024-10-01
127964000,Gemtuzumab ozogamicin,2024-10-01
119000,Thoracoscopic partial lobectomy of lung,2024-10-01
119000,Thoracoscopic partial lobectomy of lung,2024-10-01
120006,Ornithine racemase,2024-10-01
120006,Ornithine racemase,2024-10-01
121005,Retrobulbar injection of therapeutic agent,2024-10-01
121005,Retrobulbar injection of therapeutic agent,2024-10-01
121005,Retrobulbar injection of medication,2024-10-01
121005,Retrobulbar injection of medication,2024-10-01
122003,Choroidal hemorrhage,2024-10-01
122003,Choroidal hemorrhage,2024-10-01
122003,"Choroidal hemorrhage, NOS",2024-10-01
123008,Channel catfish virus disease,2024-10-01
123008,Channel catfish virus disease,2024-10-01
124002,Coronoid process of mandible,2024-10-01
124002,Coronoid process of mandible,2024-10-01
125001,Ferrous sulfate Fe^59^,2024-10-01
125001,Ferrous sulfate Fe^59^,2024-10-01
126000,Galactosyl-N-acetylglucosaminylgalactosylglucosylceramide alpha-galactosyltransferase,2024-10-01
127009,Spontaneous abortion with laceration of cervix,2024-10-01
127009,Spontaneous abortion with laceration of cervix,2024-10-01
127009,Spontaneous abortion with tear of cervix,2024-10-01
127009,Spontaneous abortion with tear of cervix,2024-10-01
128004,Hand microscope examination of skin,2024-10-01
128004,Hand microscope examination of skin,2024-10-01
128004,"Hand microscope examination of skin, NOS",2024-10-01
129007,Homoiothermia,2024-10-01
129007,Homoiothermia,2024-10-01
129007,Homoiothermy,2024-10-01
129007,Homoiothermy,2024-10-01
130002,Hemoglobin Hopkins-II,2024-10-01
130002,Hemoglobin Hopkins-II,2024-10-01
130002,"Hb 112(G19), His-asp",2024-10-01
131003,Dolichyl-phosphate mannosyltransferase,2024-10-01
132005,Serraniculus pumilio,2024-10-01
132005,Pygmy sea bass,2024-10-01
132005,Pygmy sea bass,2024-10-01
133000,Percutaneous implantation of neurostimulator electrodes into neuromuscular component,2024-10-01
133000,Percutaneous implantation of neurostimulator electrodes into neuromuscular component,2024-10-01
133000,"Percutaneous implantation of neurostimulator electrodes into neuromuscular component, NOS",2024-10-01
134006,Decreased hair growth,2024-10-01
134006,Decreased hair growth,2024-10-01
134006,Decreased hair growth function,2024-10-01
135007,Arthrotomy of wrist joint with exploration and biopsy,2024-10-01
135007,Arthrotomy of wrist joint with exploration and biopsy,2024-10-01
136008,Acacia erioloba,2024-10-01
136008,Acacia erioloba,2024-10-01
137004,Retired procedure,2024-10-01
137004,Retired procedure,2024-10-01
138009,No past history of,2024-10-01
138009,No past history of,2024-10-01
138009,NP,2024-10-01
139001,Felid herpesvirus 1,2024-10-01
139001,Felid herpesvirus 1,2024-10-01
111841009,Ornithosis with specified complication,2024-10-01
111841009,Ornithosis with specified complication,2024-10-01
111841009,Ornithosis with specified complication,2024-10-01
140004,Chronic pharyngitis,2024-10-01
140004,Chronic pharyngitis,2024-10-01
140004,Chronic sore throat,2024-10-01
140004,Chronic sore throat,2024-10-01
140004,Chronic sore throat,2024-10-01
141000,Glaucoma as birth trauma,2024-10-01
141000,Glaucoma as birth trauma,2024-10-01
142007,"Excision of tumor from shoulder area, deep, intramuscular",2024-10-01
142007,"Excision of tumor from shoulder area, deep, intramuscular",2024-10-01
143002,Retired procedure,2024-10-01
143002,Retired procedure,2024-10-01
144008,Normal peripheral vision,2024-10-01
144008,Normal peripheral vision,2024-10-01
145009,Colloid milium,2024-10-01
145009,Colloid milium,2024-10-01
145009,Actinic elastosis,2024-10-01
146005,Repair of nonunion of metatarsal with bone graft,2024-10-01
146005,Repair of nonunion of metatarsal with bone graft,2024-10-01
147001,Superficial foreign body of scrotum without major open wound but with infection,2024-10-01
147001,Superficial foreign body of scrotum without major open wound but with infection,2024-10-01
148006,Preliminary diagnosis,2024-10-01
148006,Preliminary diagnosis,2024-10-01
148006,PDX,2024-10-01
148006,Provisional diagnosis,2024-10-01
148006,Provisional diagnosis,2024-10-01
148006,Temporary diagnosis,2024-10-01
148006,Temporary diagnosis,2024-10-01
149003,"Central pair of microtubules, cilium or flagellum, not bacterial",2024-10-01
149003,"Central pair of microtubules, cilium or flagellum, not bacterial",2024-10-01
150003,Abnormal bladder continence,2024-10-01
150003,Abnormal bladder continence,2024-10-01
151004,Gonococcal meningitis,2024-10-01
151004,Gonococcal meningitis,2024-10-01
101009,Quilonia ethiopica,2024-10-01
101009,Quilonia ethiopica,2024-10-01
102002,Hemoglobin Okaloosa,2024-10-01
102002,"Hb 48(CD7), Leu-arg",2024-10-01
103007,Squirrel fibroma virus,2024-10-01
103007,Squirrel fibroma virus,2024-10-01
104001,Excision of lesion of patella,2024-10-01
104001,Excision of lesion of patella,2024-10-01
104001,Local excision of lesion or tissue of patella,2024-10-01
104001,Local excision of lesion or tissue of patella,2024-10-01
105000,Poisoning by pharmaceutical excipient,2024-10-01
105000,Poisoning by pharmaceutical excipient,2024-10-01
105000,"Poisoning by pharmaceutical excipient, NOS",2024-10-01
106004,Posterior carpal region,2024-10-01
106004,Posterior carpal region,2024-10-01
107008,Fetal part of placenta,2024-10-01
107008,Fetal part of placenta,2024-10-01
107008,Foetal part of placenta,2024-10-01
108003,Condylar emissary vein,2024-10-01
108003,Condylar emissary vein,2024-10-01
109006,Anxiety disorder of childhood OR adolescence,2024-10-01
109006,"Anxiety disorder of childhood or adolescence, NOS",2024-10-01
110001,Visceral layer of Bowman's capsule,2024-10-01
111002,Parathyroid gland,2024-10-01
111002,Parathyroid gland,2024-10-01
111002,"Parathyroid gland, NOS",2024-10-01
111002,"Parathyroid, NOS",2024-10-01
111002,Parathyroid,2024-10-01
111002,Parathyroid,2024-10-01
112009,Bembrops anatirostris,2024-10-01
112009,Duckbill flathead,2024-10-01
112009,Duckbill flathead,2024-10-01
113004,Type-casting-machine operator,2024-10-01
113004,Type-casting-machine operator,2024-10-01
114005,Feline calicivirus,2024-10-01
114005,Feline calicivirus,2024-10-01
114005,FCV,2024-10-01
114005,Feline picornavirus,2024-10-01
114005,Feline picornavirus,2024-10-01
115006,Removable appliance therapy,2024-10-01
115006,Removable appliance therapy,2024-10-01
115006,"Removable appliance therapy, NOS",2024-10-01
116007,Subcutaneous tissue of medial surface of index finger,2024-10-01
116007,Subcutaneous tissue of medial surface of index finger,2024-10-01
117003,Rhipicephalus sanguineus,2024-10-01
117003,Brown dog tick,2024-10-01
117003,Brown dog tick,2024-10-01
117003,Kennel tick,2024-10-01
117003,Kennel tick,2024-10-01
118008,Black buffalo weaver,2024-10-01
118008,Black buffalo weaver,2024-10-01
153001,Cystourethroscopy with resection of ureterocele,2024-10-01
153001,Cystourethroscopy with resection of ureterocele,2024-10-01
154007,Rubber moulding-press operator,2024-10-01
154007,Rubber moulding-press operator,2024-10-01
155008,Deep circumflex artery of ilium,2024-10-01
155008,Deep circumflex artery of ilium,2024-10-01
156009,Spine board,2024-10-01
156009,Spine board,2024-10-01
157000,AIDS with low vision,2024-10-01
158005,Salmonella irumu,2024-10-01
158005,Salmonella irumu,2024-10-01
158005,Salmonella irumu,2024-10-01
159002,Ferrocyanide salt,2024-10-01
159002,Ferrocyanide salt,2024-10-01
159002,"Ferrocyanide salt, NOS",2024-10-01
160007,"Removal of foreign body of tendon or sheath, NOS",2024-10-01
161006,Thermal injury,2024-10-01
161006,Thermal injury,2024-10-01
161006,"Thermal injury, NOS",2024-10-01
161006,"Heat injury, NOS",2024-10-01
161006,Heat injury,2024-10-01
161006,Heat injury,2024-10-01
162004,Severe manic bipolar I disorder without psychotic features,2024-10-01
162004,"Severe bipolar I disorder, most recent episode manic, without psychotic features",2024-10-01
162004,Severe manic bipolar disorder without psychotic features,2024-10-01
163009,Bacteroides stercoris,2024-10-01
164003,Phosphoenolpyruvate-protein phosphotransferase,2024-10-01
164003,Phosphoenolpyruvate-protein phosphotransferase,2024-10-01
164003,Enzyme I of the phosphotransferase system,2024-10-01
164003,Enzyme I of the phosphotransferase system,2024-10-01
165002,Accident-prone behavior,2024-10-01
165002,Accident-prone,2024-10-01
165002,Accident-prone,2024-10-01
165002,Accident proneness,2024-10-01
165002,Accident proneness,2024-10-01
166001,Behavioral therapy,2024-10-01
166001,Behavioral therapy,2024-10-01
166001,Behavior conditioning therapy,2024-10-01
166001,Behavior conditioning therapy,2024-10-01
166001,Behavior modification,2024-10-01
166001,Behavior modification,2024-10-01
166001,Behavior modification psychotherapy,2024-10-01
166001,Behavior modification psychotherapy,2024-10-01
166001,Behaviour conditioning therapy,2024-10-01
166001,Behaviour conditioning therapy,2024-10-01
166001,Behaviour modification,2024-10-01
166001,Behaviour modification,2024-10-01
166001,Behaviour modification psychotherapy,2024-10-01
166001,Behaviour modification psychotherapy,2024-10-01
167005,Supraclavicular part of brachial plexus,2024-10-01
167005,Supraclavicular part of brachial plexus,2024-10-01
168000,Typhlolithiasis,2024-10-01
168000,Typhlolithiasis,2024-10-01
169008,Hypothalamic releasing factor preparation,2024-10-01
169008,Hypothalamic releasing factor preparation,2024-10-01
169008,Hypothalamic releasing factor preparation,2024-10-01
170009,"Special potency disk identification, vancomycin test",2024-10-01
170009,"Special potency disk identification, vancomycin test",2024-10-01
171008,Injury of ascending right colon without open wound into abdominal cavity,2024-10-01
171008,Injury of ascending right colon without open wound into abdominal cavity,2024-10-01
172001,Endometritis following molar AND/OR ectopic pregnancy,2024-10-01
172001,Endometritis following molar or ectopic pregnancy,2024-10-01
173006,Micrognathus crinitus,2024-10-01
173006,Micrognathus crinitus,2024-10-01
173006,Banded pipefish,2024-10-01
173006,Banded pipefish,2024-10-01
174000,Harrison-Richardson operation on vagina,2024-10-01
174000,Harrison-Richardson operation on vagina,2024-10-01
175004,Supraorbital neuralgia,2024-10-01
175004,Supraorbital neuralgia,2024-10-01
176003,Anastomosis of rectum,2024-10-01
176003,Anastomosis of rectum,2024-10-01
176003,"Anastomosis of rectum, NOS",2024-10-01
176003,Rectorectostomy,2024-10-01
176003,Rectorectostomy,2024-10-01
177007,Poisoning by sawfly larvae,2024-10-01
177007,Poisoning by sawfly larvae,2024-10-01
177007,Sawfly larvae toxicity,2024-10-01
177007,Sawfly larvae toxicity,2024-10-01
178002,Uridine diphosphate galactose,2024-10-01
178002,Uridine diphosphate galactose,2024-10-01
179005,Apraxia of dressing,2024-10-01
179005,Apraxia of dressing,2024-10-01
180008,Fijivirus,2024-10-01
180008,Fijivirus,2024-10-01
180008,"Fijivirus, NOS",2024-10-01
180008,Plant reovirus subgroup 2,2024-10-01
180008,Plant reovirus subgroup 2,2024-10-01
181007,Hemorrhagic bronchopneumonia,2024-10-01
181007,Hemorrhagic bronchopneumonia,2024-10-01
182000,Canalization,2024-10-01
182000,Canalization,2024-10-01
182000,"Canalization, NOS",2024-10-01
183005,Autoimmune pancytopenia,2024-10-01
183005,Autoimmune pancytopenia,2024-10-01
184004,Withdrawal arrhythmia,2024-10-01
184004,Withdrawal arrhythmia,2024-10-01
185003,Retired procedure,2024-10-01
185003,Retired procedure,2024-10-01
186002,HLA-Cw9 antigen,2024-10-01
187006,Cyanocobalamin Co^57^,2024-10-01
187006,Cyanocobalamin Co^57^,2024-10-01
188001,Injury of intercostal artery,2024-10-01
188001,Injury of intercostal artery,2024-10-01
189009,Excision of lesion of artery,2024-10-01
189009,Excision of lesion of artery,2024-10-01
189009,"Excision of lesion of artery, NOS",2024-10-01
190000,Partial or subtotal hysterectomy,2024-10-01
190000,Subtotal abdominal hysterectomy,2024-10-01
190000,Bell-Beuttner operation for subtotal abdominal hysterectomy,2024-10-01
190000,Uterine fundectomy,2024-10-01
190000,Supracervical hysterectomy without removal of tube or ovary,2024-10-01
191001,Lednice virus,2024-10-01
192008,Congenital syphilitic hepatomegaly,2024-10-01
192008,Congenital syphilitic hepatomegaly,2024-10-01
193003,Benign hypertensive renal disease,2024-10-01
193003,Benign hypertensive renal disease,2024-10-01
194009,Notropis whipplei,2024-10-01
194009,Steelcolor shiner,2024-10-01
195005,Illegal abortion with endometritis,2024-10-01
195005,Illegal abortion with endometritis,2024-10-01
196006,Concave shape,2024-10-01
196006,Concave shape,2024-10-01
197002,Mold to yeast conversion test,2024-10-01
197002,Mold to yeast conversion test,2024-10-01
198007,Disease due to Filovirus,2024-10-01
198007,Disease due to Filovirus,2024-10-01
198007,"Disease due to Filovirus, NOS",2024-10-01
199004,Decreased lactation,2024-10-01
199004,Decreased lactation,2024-10-01
199004,Hypogalactia,2024-10-01
199004,Hypogalactia,2024-10-01
199004,Hypolactation,2024-10-01
199004,Hypolactation,2024-10-01
200001,Berberine,2024-10-01
200001,Berberine,2024-10-01
201002,Oligopus claudei,2024-10-01
201002,Reef-cave brotula,2024-10-01
202009,Anterior division of renal artery,2024-10-01
202009,Anterior division of renal artery,2024-10-01
203004,Replacement of pacemaker in brain,2024-10-01
203004,Replacement of pacemaker in brain,2024-10-01
203004,Removal of neurostimulator of brain with synchronous replacement,2024-10-01
203004,Removal of neurostimulator of brain with synchronous replacement,2024-10-01
203004,Removal of intracranial neurostimulator with synchronous replacement,2024-10-01
203004,Removal of intracranial neurostimulator with synchronous replacement,2024-10-01
203004,Removal of stimoceiver with synchronous replacement,2024-10-01
203004,Removal of stimoceiver with synchronous replacement,2024-10-01
203004,Replacement of intracranial pacemaker,2024-10-01
203004,Replacement of intracranial pacemaker,2024-10-01
203004,Replacement of neural brain pacemaker,2024-10-01
203004,Replacement of neural brain pacemaker,2024-10-01
203004,Removal of pacemaker of brain with synchronous replacement,2024-10-01
203004,Removal of pacemaker of brain with synchronous replacement,2024-10-01
203004,Removal of intracranial pacemaker with synchronous replacement,2024-10-01
203004,Removal of intracranial pacemaker with synchronous replacement,2024-10-01
